round,team_id,orders,sessions,conversion_rate,aov_net,revenue_net,gross_margin_pct,contribution_margin_pct,cac_blended,repeat_order_share,active_customers,ltv_cac_ratio,rating,nps,service_level,instock_rate,delivery_success,rto_rate,return_rate,cash_balance,runway_rounds,market_share,binding_constraint
6,team_05,5176.875939296037,300498.26348603464,0.017227640117583,2959.024067999999,12118055.17225898,0.3792679794220986,0.027175122490965216,696.1345385454898,0.27077017670766074,28322.268580907657,1.5852512140923702,4.027683446278698,71.81998435873734,1.0,1.0,0.9559,0.1476,0.08488083150794008,1165782.0826591142,1.1591140360513852,0.2274028362038728,under_marketing
6,team_06,2624.2431581352002,143618.0812241723,0.01827237305892592,2959.024067999999,6140675.240617333,0.379213622290743,0.1383185520770719,372.6606059897685,0.3368795505524049,16886.167110244303,2.985437969977221,4.08877064967773,82.49356728646464,1.0,1.0,0.9559,0.1476,0.08488083150794008,7989852.127671497,27.09117503871264,0.1152335870792186,under_marketing
7,team_01,3736.929791964383,205257.42485336147,0.018206063895784007,3166.1557527599994,8922196.841483768,0.4191165624588681,0.08815390073033619,716.6381728037998,0.35865086636645344,23439.69789897703,1.9146327167940556,4.126788295068007,84.09030839285629,1.0,1.0,0.9559,0.2214,0.08318923358102699,0.0,0.0,0.18208301536283408,under_marketing
7,team_02,5479.31053529485,169466.4226690481,0.032332720836359574,2012.136366239999,8091004.893991393,0.07968302717167085,-0.2455412963031451,182.77734622795498,0.10229103248684022,21359.687461163194,0.27157205011515956,3.8461656608858443,50.960860525001834,1.0,1.0,0.9559,0.2214,0.08708536484693877,-16048024.991658859,-1.0607991690057037,0.16512015982023553,under_marketing
7,team_03,3267.5462031642655,167227.49501915378,0.01953952729358297,2959.024067999999,7382812.3195886025,0.3803791681715956,-0.008913756801106343,818.9288335777468,0.3245232481545069,20566.705385129604,1.3171656183066371,4.474294421465492,98.68556570155067,1.0,1.0,0.9559,0.2214,0.07171573111856415,0.0,0.0,0.15066745924706776,under_marketing
7,team_04,3381.606596300428,182015.38887195408,0.01857868511700048,2959.024067999999,7123793.44093532,0.369278051396047,-0.02011763267918504,854.7542348375529,0.42913932158613183,22361.694310123996,1.0583115268910142,4.149300808807485,85.03583396991438,1.0,1.0,0.9559,0.2214,0.13039595283053712,0.0,0.0,0.14538143616340235,under_marketing
7,team_05,5216.0233877627115,299457.6461073593,0.0174182341161284,2959.024067999999,11611997.605013318,0.3780954547721128,0.004573317020544989,712.7364393752732,0.2931018131159608,30553.382830629052,1.4561106076907442,4.010223702097975,69.49356728105019,1.0,1.0,0.9559,0.2214,0.08488083150794008,0.0,0.0,0.2369761142767183,under_marketing
7,team_06,2636.968545345664,142609.52040816736,0.01849083103146487,2959.024067999999,5868903.8542113565,0.37805418969404714,0.12030261036972768,379.74110585943765,0.35238422318920476,17685.296819888168,2.757375505616135,4.0917888573055565,82.62033200683338,1.0,1.0,0.9559,0.2214,0.08488083150794008,6712363.103851986,5.254341116593686,0.11977181512974208,under_marketing
8,team_01,3739.858307405396,202244.09233321785,0.018491804948465917,3166.1557527599994,8958235.107638005,0.41958615781228,0.08996071732465535,742.9165875807711,0.3818210889187114,24797.943072021237,1.8574971088547265,4.129843349905799,84.21862069604356,1.0,1.0,0.9559,0.2214,0.08318923358102699,0.0,0.0,0.18869577295955262,under_marketing
8,team_02,4289.001869881939,129901.00029816851,0.03301746607060123,2012.136366239999,6310694.347708126,0.07884271720010465,-0.20750372733358588,118.53089423111396,0.11576835533542787,18516.52489816289,0.42500991267252586,3.811894013257879,49.71087161417043,1.0,1.0,0.9559,0.2214,0.08864420532029657,-24500191.88065635,-2.898687662278556,0.132928119606613,under_marketing
8,team_03,3271.655504793953,164274.75836713612,0.019915752957506475,2959.024067999999,7417542.909255627,0.38090418219598215,-0.0066132010797389845,841.0593480557552,0.34312293866599597,21651.95776867683,1.2918847978332522,4.486705578702667,99.206834305512,1.0,1.0,0.9559,0.2214,0.07171573111856415,0.0,0.0,0.15624271699782208,under_marketing
8,team_04,3381.0361282613476,179034.7404531104,0.018884804813325315,2959.024067999999,7171496.400431629,0.3703974024301081,-0.016116068674456814,896.2468564604831,0.4554760132553916,23577.343964531075,1.0285094950424745,4.152961980682687,85.18960318867288,1.0,1.0,0.9559,0.2214,0.13039595283053712,0.0,0.0,0.15106000683128962,under_marketing
8,team_05,5237.66064726663,297885.4407676837,0.017582801743410485,2959.024067999999,11706913.266244909,0.37871568396819455,0.00777177983980353,731.7328385519731,0.31429793307544196,32602.951000694688,1.4306997229372542,3.9924004738338104,67.34463985954051,1.0,1.0,0.9559,0.2214,0.08488083150794008,0.0,0.0,0.24659377893096815,under_marketing
